Prov,,Company name,Company Twitter,,Company Twitter,"Nb. of 
Employees",What do they do (Verbatim - 10 words max.)  ,Link to website,HQ City,HQ Country,CEO name,CEO Twitter,,CEO's Twitter,Link to jobpage
,New,Happy Herbivore,,,twitter.com/happyherbivore,1-10,Help families eat healthier,https://www.getmealplans.com,"Los Angeles, CA",USA,Lindsay and Scott Nixon,,,,
,Old,Harris,,,twitter.com/Harris_Computer,51-200,"Software solutions that offer choice, expertise and relationship",https://www.harriscomputer.com/,"Ottawa, OT",Canada,Jeff Bender,,,,
Legacy,Old,Harvest,harvest,twitter.com/,twitter.com/harvest,11-50,"Simple time tracking, fast online invoicing, and powerful reporting software.",www.getharvest.com/,"New York, NY",USA,Danny Wen,dannywen,twitter.com/,twitter.com/dannywen,https://www.getharvest.com/careers
remoteok,Old,hashi Corp,hashicorp,twitter.com/,twitter.com/hashicorp,51-200,Cloud Infrastructure Automation,https://www.hashicorp.com/,"San Francisco, CA",USA,Dave McJannet,,,https://twitter.com/davidmcj,https://www.hashicorp.com/
Legacy,Old,Hasura,hasurahq,twitter.com/,twitter.com/hasurahq,1-10,PaaS/BaaS solution to reuse & deploy code.,http://t.co/fSjMrZmMF4,Bangalore,India,Rajoshi Ghosh,rajoshighosh,twitter.com/,twitter.com/rajoshighosh,https://hasura.io/Careers
,New,Hatimeria,,,twitter.com/hatimeria,1-10,We enable e-commerce businesses to grow while developing tomorrow’s leading e-commerce solutions today.,https://www.hatimeria.com/,Krakow,Poland,Bartosz Zakręta,,,,
Legacy,Old,Haystack,haystackim,twitter.com/,twitter.com/haystackim,1-10,Search engine for stock photography,https://www.haystack.im/,"New York, NY",USA,Andrew Rowat,andrewrowat,twitter.com/,twitter.com/andrewrowat,https://angel.co/haystack-im/jobs
remoteok,Old,Hazelcast,hazelcast,twitter.com/,twitter.com/hazelcast,11-50,Open source In-Memory Data Grid,https://hazelcast.com/company/careers/,"Palo Alto, CA",USA,Greg Luck,,,https://twitter.com/gregrluck,https://hazelcast.com/
Legacy,Old,HE:labs,helabs,twitter.com/,twitter.com/helabs,51-200,Turn your ideas into great products,https://helabs.com/,Rio de Janeiro,Brazil,Rafael Miranda,rafaelmbr,twitter.com/,twitter.com/rafaelmbr,https://helabs.recruiterbox.com/
GitHub Jobs,Old,Health Leads’,HealthLeadsNatl,twitter.com/,twitter.com/HealthLeadsNatl,11-50,Redefine healthcare to include patients’ basic resource needs,https://healthleadsusa.org/about-us/vision/,,USA,Alexandra Quinn,,,,https://healthleadsusa.org/about-us/careers/open-positions/
Legacy,Old,Healthfinch ,healthfinch,twitter.com/,twitter.com/healthfinch,11-50,"We build care redesign apps that alleviate burdensome tasks,",www.healthfinch.com,"Madison, WI",USA,Jonathan Baran,jonathanbaran,twitter.com/,twitter.com/jonathanbaran,www.healthfinch.com/careers/
Legacy,Old,Heap,heap,twitter.com/,twitter.com/heap,11-50,analyze data instantly and retroactively. No shipping code. ,https://heapanalytics.com/,"San Francisco, CA",USA,Matin Movassate,matinm1,twitter.com/,twitter.com/matinm1,https://heapanalytics.com/jobs
Legacy,Old,Heetch,heetch,twitter.com/,twitter.com/heetch,51-200,Ride service oriented toward nightlife,http://www.heetch.com/,Paris,France,Teddy Pellerin,teddypellerin,twitter.com/,twitter.com/teddypellerin,http://jobs.heetch.com/
,New,HelloMD,,,twitter.com/mfhadfield,11-50,Largest cannabis health and wellness community.,https://www.hellomd.com/,"San Francisco, CA",USA,Mark Hadfield,,,,
,,HelpDocs,,,twitter.com/HelpDocs,1-10,Build and provide knowledge base software to enterprise companies,https://helpdocs.io,,UK,Jake Peters,,,https://twitter.com/jakeapeters,
Legacy,Old,Help Scout,helpscout,twitter.com/,twitter.com/helpscout,11-50, A help desk for teams that insist on a delightful customer experience,http://www.helpscout.net,"Boston, MA",USA,Nick Francis,nickfrancis,twitter.com/,twitter.com/nickfrancis,http://www.helpscout.net/careers/
Legacy,Old,"Helpjuice, Inc.",helpjuice,twitter.com/,twitter.com/helpjuice,1-10,Enterprise Knowledge Management SaaS co.,https://helpjuice.com/,Miami - Sarajevo,Serbia,Emil Hajric,emilhajric,twitter.com/,twitter.com/emilhajric,
Legacy,Old,Heroku,heroku,twitter.com/,twitter.com/heroku,201-500,PaaS that enables developers to build and run applications entirely in the cloud,https://www.heroku.com/,"San Francisco, CA",USA,Tod Nielsen,,,,https://www.heroku.com/careers
Legacy,Old,Herox,IamHerox,twitter.com/,twitter.com/IamHerox,11-50,HeroX is a two-sided crowdsourcing marketplace ,herox.com,,,,,,,
Legacy,Old,Hexbridge,hexbridge,twitter.com/,twitter.com/hexbridge,1-10,Development Agency for Startups,http://hexbridge.com/,,,Andrei Canta,deiucanta,twitter.com/,twitter.com/deiucanta,
,New,HeyTaco!,,,twitter.com/heytacoapp,1-10,Help people create more vibrant and positive communities.,https://www.heytaco.chat/,MD,USA,Doug Dosberg,,,https://twitter.com/dosberg,
Legacy,Old,Hippo Education,hippoeducation,twitter.com/,twitter.com/hippoeducation,11-50,A new-school web based medical education company ,www.hippoed.com,,USA,Aaron Bright,aaronbrightmd,twitter.com/,twitter.com/aaronbrightmd,http://www.careers.hippoed.com/
Legacy,Old,Hireology,hireology,twitter.com/,twitter.com/hireology,51-200,Hireology is the leading hiring platform in the franchise and retail automotive industries.,https://www.hireology.com/,"Chicago, IL",USA,Adam Robinson,adrobins,twitter.com/,twitter.com/adrobins,www.hireology.com/careers
Legacy,Old,HiringThing,hiringthing,twitter.com/,twitter.com/hiringthing,1-10,Applicant tracking software,https://www.hiringthing.com/,"Bethlehem, PA ",USA,Joshua Siler,joshuasiler,twitter.com/,twitter.com/joshuasiler,https://careers.hiringthing.com/
,New,Hirsh Marketing,,,https://www.hirshmarketing.com/careers/,1-10,Digital marketing strategy for influencers,https://www.hirshmarketing.com,"Austin, TX",USA,Emily Hirsh,,,,
Legacy,Old,Hitlist,hitlist_app,twitter.com/,twitter.com/hitlist_app,1-10,Let us know what you're interested in & we'll bring the best options to you,www.hitlistapp.com,"New York, NY",USA,Gillian Morris,gillianim,twitter.com/,twitter.com/gillianim,angel list https://angel.co/hitlist-1/jobs
,New,HoloMeeting,,,N/A,1-10,Revolutionising Remote Collaboration,https://www.holomeeting.io/,London,UK,,,,,
Legacy,Old,Holstee,holstee,twitter.com/,twitter.com/holstee,1-10,Mindful Art Subscription.,https://www.holstee.com/,"New York, NY",USA,David Radparvar,daverad,twitter.com/,twitter.com/daverad,https://www.holstee.com/pages/jobs
Legacy,Old,Honeybadger,honeybadgerapp,twitter.com/,twitter.com/honeybadgerapp,1-10,"Diagnose and fix application errors, faster.",https://www.honeybadger.io/,,USA,Starr Horne,StarrHorne,twitter.com/,twitter.com/StarrHorne,angel list
,New,Hopper,,,twitter.com/hopper,201-500,Revolutionizing how millions of people book their travel,http://www.hopper.com/,"Boston, MA",USA,Frederic Lalonde,,,,
,New,Host Compliance,,,twitter.com/HostCompliance,11-50,Software that makes the sharing economy work for everyone,https://hostcompliance.com/,"San Francisco, CA",USA,Ulrik Binzer,,,,
,Old,Hotjar,,,twitter.com/hotjar,11-50,See how visitors are really using your website,https://www.hotjar.com/,Valletta,Malta,Dr David Darmanin,,,twitter.com/daviddarmanin,
Legacy,Old,Hubstaff,Hubstaff,twitter.com/,twitter.com/Hubstaff,1-10,time tracking software with screenshots and activity levels.,https://hubstaff.com/?ab=mv,"Fishers, IN",USA,Dave Nevogt,dnevogt,twitter.com/,twitter.com/dnevogt,https://hubstaff.com/jobs
Legacy,Old,Hudl,Hudl,twitter.com/,twitter.com/Hudl,201-500,Tools for coaches and athletes to review game footage to improve team play,hudl.com,"Lincoln, NE",USA,David Graff,dghudl,twitter.com/,twitter.com/dghudl,http://public.hudl.com/jobs/
,Old,Hugging Face,,,twitter.com/huggingface_ph,1-10,AI friend ,https://huggingface.co/,"New York, NY",USA,Clement Delangue,,,twitter.com/ClementDelangue,
Legacy,Old,Hugo,hugo_events,twitter.com/,twitter.com/hugo_events,1-10,Hugo is to events what Tripadvisor is to hotels.,https://www.hugo.events/en,Amsterdam,Netherlands,Guy Kessels,,,,https://www.hugo.events/en/careers
Legacy,Old,Human,human,twitter.com/,twitter.com/human,1-10,Human is a free all-day activity tracker,http://human.co/,"San Francisco, CA",USA,Paul Veugen,pveugen,twitter.com/,twitter.com/pveugen,angel list
Legacy,Old,Human Made,humanmadeltd,twitter.com/,twitter.com/humanmadeltd,1-10,WordPress Development,https://hmn.md/,UK,UK,Tom Willmot,tomwillmot,twitter.com/,twitter.com/tomwillmot,https://hmn.md/is/hiring/
Legacy,Old,Iambnb,official_iambnb,twitter.com/,twitter.com/official_iambnb,11-50,Enabling homeowners to earn additional income,http://www.iambnb.nl/,Amsterdam,Netherlands,Antoine Dumas-Martin,donidude,twitter.com/,twitter.com/donidude,https://iambnb.recruiterbox.com/
,New,Ibotta,,,twitter.com/IbottaApp,11-50,"Save consumers time and money, by creating a single starting point for all rewarded shopping.",https://ibotta.com/,"Denver, CO",USA,,,,,
Legacy,Old,ICUC,icuc,twitter.com/,twitter.com/icuc,501-1000,Social media management services company ,www.icuc.social/,"Winnipeg, Manitoba ",Canada,Keith Bilous,keithbilous,twitter.com/,twitter.com/keithbilous,icuc.social/careers-icuc
,New,Idego Group,,,N/A,11-50,Premium Software House,https://idego-group.com/,Berlin,Germany,Krzysztof Gibas,,,,
Legacy,Old,iDoneThis,idonethis,twitter.com/,twitter.com/idonethis,1-10,Provides the strongest insights of what you and your team have done for the day or week.,https://home.idonethis.com,"Las Vegas, NV",USA,Walter Chen,smalter,twitter.com/,twitter.com/smalter,https://remoteok.io/remote-startups/idonethis
Legacy,Old,Igalia ,igalia,twitter.com/,twitter.com/igalia,11-50,Open source consultancy specialized in the development of innovative projects ,http://www.igalia.com/,"Coruña, Galicia ",Spain,,,,,
Legacy,Old,iMedicare,iMedicare,twitter.com/,twitter.com/iMedicare,11-50,"We service thousands of pharmacies across the US,",https://imedicare.com,"New York, NY",USA,Flaviu Simihaian,flaviusim,twitter.com/,twitter.com/flaviusim,https://imedicare.com/jobs/
Legacy,Old,Import2,importto,twitter.com/,twitter.com/importto,1-10,"Simple, easy-to-use data import tool ",https://www.import2.com,"Sunnyvale, CA",USA,Mark Kofman,markkofman,twitter.com/,twitter.com/markkofman,angel list
Legacy,Old,Incsub,incsub,twitter.com/,twitter.com/incsub,11-50,We are behind WordPress projects WPMU DEV and Edublogs,incsub.com/,"Albert Park, Victoria",USA,James Farmer,jamesfarmer,twitter.com/,twitter.com/jamesfarmer,http://incsub.com/careers/
,Old,Indie Localizers,,,twitter.com/IndieLocalizers,11-50,"We are hiring: SEOs, devs, testers",indielocalization.com,"Jersey City, NJ",USA,Artem Nedrya,,,twitter.com/T9n_Design,
,New,InFlight,,,N/A,11-50,Modernize your existing systems,https://www.inflightintegration.com,"Easthampton, MA",USA,Ian McDonald,,,,
Legacy,Old,Influx,influxdotcom,twitter.com/,twitter.com/influxdotcom,51-200,Outsourced customer support.,https://influx.com/,Melbourne,Australia,Leni Mayo,lenidot,twitter.com/,twitter.com/lenidot,https://influx.com/careers
Legacy,Old,InfluxData,influxdb,twitter.com/,twitter.com/influxdb,11-50,"Data platform for sensors, machines and IoT.",https://www.influxdata.com/,"San Francisco, CA",USA,Evan Kaplan,evankaplan,twitter.com/,twitter.com/evankaplan,https://www.influxdata.com/careers/
,New,INN Labs,,,twitter.com/INNnerds,1-10,Institute for Nonprofit News,https://labs.inn.org/nerds/,"Denver, CO",USA,Kay Lima,,,twitter.com/kayleen_lima,
,New,Innolitics,,,twitter.com/innolitics,11-50,Medical imaging,https://innolitics.com/,"New York, NY",USA,John Giese,,,,
Legacy,Old,Inpsyde GmbH ,inpsyde_gmbh,twitter.com/,twitter.com/inpsyde_gmbh,11-50,Enterprise solutions with the world's most popular open-source CMS,http://inpsyde.com/en/,Gladbach ,USA,Olaf A. Schmitz / co founder,bueltge,twitter.com/,twitter.com/bueltge,email inquiry on their main page
,New,Input,,,twitter.com/input,1-10,One place for your most important work,https://www.input.com/,"San Francisco, CA",USA,Garrett Camp,,,,
Legacy,Old,Inspired HR,InspiredHRltd,twitter.com/,twitter.com/InspiredHRltd,1-10,"Greatest impact on workplace productivity, employee engagement & risk mitigation",inspiredhr.ca/,,USA,Debby Carreau ,DebbyCarreau,twitter.com/,twitter.com/DebbyCarreau,http://inspiredhr.mytribehr.com/careers
,New,Instinct Science,,,N/A,1-10,Helps veterinary hospitals ,https://www.instinct.vet/,"Philadelphia, PA",USA,Caleb Frankel,,,,
Legacy,Old,Instructure,Instructure,twitter.com/,twitter.com/Instructure,501-1000,Makes software that makes people smarter.,https://www.instructure.com/,"Salt Lake City, UT",USA,Josh Coates,,,,https://www.instructure.com/careers/
Legacy,Old,Intellum,intellum,twitter.com/,twitter.com/intellum,11-50,"Intellum provides web based learning management system software, custom courseware",http://www.intellum.com/,"Atlanta, GA",USA,Chip Ramsey,,,,https://intellum-inc.workable.com/
Legacy,Old,Interactive Intelligence,IN_Intelligence,twitter.com/,twitter.com/IN_Intelligence,501-1000,Interactive Intelligence provides software and cloud services for customer engagement,https://www.inin.com/,"Indianapolis, IN",USA,Donald E Brown,donbrownindy,twitter.com/,twitter.com/donbrownindy,https://www.inin.com/careers
Legacy,Old,Intercom,intercom,twitter.com/,twitter.com/intercom,201-500,"Intercom is a fundamentally new way for internet businesses to communicate with customers,",https://www.intercom.com/,"San Francisco, CA ",USA,Eoghan McCabe,eoghanmccabe,twitter.com/,twitter.com/eoghanmccabe,https://www.intercom.com/careers
,Old,Interfolio,,,twitter.com/Interfolio,11-50,The first ever faculty information system.,https://www.interfolio.com/,"Washington, DC",USA,Andrew Rosen,,,,
Legacy,Old,Intridea/Mobomo,mobomoapps,twitter.com/,twitter.com/mobomoapps,11-50,"Strategists, designers, developers & creators: this is who we are. ",http://www.intridea.com/,"Washington, DC",USA,Marc Garrett,since1968,twitter.com/,twitter.com/since1968,http://jobs.intridea.com/
Legacy,Old,INTUO,intuotalent,twitter.com/,twitter.com/intuotalent,11-50,Talent Management System,https://www.intuo.io/,Ghent,Belgium,Tim Clauwaert,clauwaerttim,twitter.com/,twitter.com/clauwaerttim,https://angel.co/intuo/jobs
,New,InukaInuka,,,twitter.com/inuka_io,1-10,Wellbeing support from a personal coach,https://www.inuka.io/,Nairobi,Kenya,,,,,
Legacy,Old,InVision,InVisionApp,twitter.com/,twitter.com/InVisionApp,201-500,The Digital Product Design platform powering the world’s best user experiences,invisionapp.com/,"New York, NY",USA,Clark Valberg,clarkvalberg,twitter.com/,twitter.com/clarkvalberg,http://www.invisionapp.com/company#jobs
Legacy,Old,IOpipe,iopipes,twitter.com/,twitter.com/iopipes,1-10,Serverless tech for building and deploying ap,https://www.iopipe.com/,,,Adam Johnson,,,,https://angel.co/iopipe/jobs
,New,Iridium Technology,,,twitter.com/iridiumtek,51-200,Business intelligence and dashboard solutions to leading law firms,https://www.iridium-technology.com/,"Reno, NV",USA,Tom Jones,,,,
,New,IVPN,,,twitter.com/ivpnnet,1-10,Take control of who has access to your private data,https://www.ivpn.net/,Gibraltar,Gibraltar,,,,,
Legacy,Old,iwantmyname,iwantmyname,twitter.com/,twitter.com/iwantmyname,11-50,Pure domain management service offering domain registration and DNS hosting. , https://iwantmyname.com/,Wellington,New Zealand,,,twitter.com/,,https://iwantmyname.com/jobs
Legacy,Old,Jackson River,jacksonriver,twitter.com/,twitter.com/jacksonriver,11-50,A Next Generation Digital Engagement Platform -  Springboard - Fundraising. ,jacksonriver.com,,USA,Alice Hendricks,,,,https://jacksonriver.com/about/jobs
,,Jatheon,,,twitter.com/Jatheon,1-10,Communication data archiving and social media monitoring solutions,https://jatheon.com,Toronto,Canada,Marko Dinic,,,https://twitter.com/mdinic,
,Old,JBS Customer Software,,,N/A,1-10,Project-Based Custom Applications and Software Solutions ,https://www.jbssolutions.com/,"Chadds Ford, PA",USA,,,,,
Legacy,Old,Jim's Mowing,jimsmowing_uk,twitter.com/,twitter.com/jimsmowing_uk,51-200,We mow the lawns of Australia,http://www.jimsmowing.co.uk/,Melbourne ,Australia,Jim Penman,,,,http://www.indeed.com/cmp/Jims-Mowing
Legacy,Old,Jitbit,jitbit,twitter.com/,twitter.com/jitbit,1-10,Helpdesk software,https://www.jitbit.com/,Edinburgh,Scotland,Alex Jumašev,jitbit,twitter.com/,twitter.com/jitbit,
Legacy,Old,Jolly Good Code,jollygoodcode,twitter.com/,twitter.com/jollygoodcode,1-10,Ruby on Rails,http://www.jollygoodcode.com/,Singapore,Singapore,Winston Teo Yong Wei,winstonyw,twitter.com/,twitter.com/winstonyw,https://glints.sg/companies/9900
,New,Kadenze,,,twitter.com/KadenzeOfficial,1-10,Make digital learning better for the whole world.,https://www.kadenze.com/,"Los Angeles, CA",USA,Ajay Kapur ,,,https://twitter.com/Ajay__Kapur,
Legacy,Old,Kalypso LP,KalypsoLP,twitter.com/,twitter.com/KalypsoLP,201-500,Global innovation consulting firm. ,kalypso.com/,"Beachwood, OH ",USA,Chris Kay,,,,http://kalypso.com/careers
Legacy,Old,Kanopi Studios,kanopi_studios,twitter.com/,twitter.com/kanopi_studios,11-50,"Open Source Design, Development & Support",https://www.kanopistudios.com,,,Anne Stefanyk,eskimoYogi,twitter.com/,twitter.com/eskimoYogi,https://www.kanopistudios.com/careers
Legacy,Old,Kantree,kantreeapp,twitter.com/,twitter.com/kantreeapp,1-10,Visual & flexible project manager,https://kantree.io/,Paris,France,,,,,https://remotebase.io/company/kantree
